index,MSRP_ASSET_ID,INTERFACE_LINE_NUMBER,ASSET_BOOK,ASSET_NUMBER,ASSET_DESCRIPTION,TAG_NUMBER,MANUFACTURER,SERIAL_NUMBER,MODEL_,ASSET_TYPE,ASSET_COST,DATE_PLACED_IN_SERVICE,PRORATE_CONVENTION,ASSET_UNITS,ASSET_CATEGORY_SEGMENT1,ASSET_CATEGORY_SEGMENT2,INV_GROUP_DESC,PROFILE_DESC,CATEGORY_DESC,VENDOR_ID,VENDOR_NAME,VENDOR_CLASS,AR_NUM,POSTING_STATUS,QUEUE_NAME,ASSET_KEY_SEGMENT1,ASSET_KEY_SEGMENT2,ASSET_KEY_SEGMENT3,IN_PHYSICAL_INVENTORY,IN_USE,ASSET_OWNERSHIP,BOUGHT,DEPRECIATE,YTD_DEPRECIATION,DEPRECIATION_RESERVE,DEPRECIATION_METHOD_,LIFE_IN_MONTHS,INVOICE_COST,COST_CLEARING_ACCOU_SEGMENT1,COST_CLEARING_ACCOU_SEGMENT2,COST_CLEARING_ACCOU_SEGMENT3,COST_CLEARING_ACCOU_SEGMENT4,COST_CLEARING_ACCOU_SEGMENT5,COST_CLEARING_ACCOU_SEGMENT6,COST_CLEARING_ACCOU_SEGMENT7,COST_CLEARING_ACCOU_SEGMENT8,ATTRIBUTE2,ATTRIBUTE_DATE1,AI_ATTRIBUTE2,GROUP_ASSET_NUMBER,MSRP_CATEGORY_ID,MSRP_PROFILE_ID,MSRP_ITEM_ID,MSRP_ASSET_BOOK,MSRP_ASSET_ID_1,INTERFACE_LINE_NUMBER_1,ASSET_DESCRIPTION_,AR_NUM_1,UNIT_ASSIGNED,EMPLOYEE_EMAIL_ADDRESS,ASSET_LOCATION_SEGMENT1,ASSET_LOCATION_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT1,DEPRECIATION_EXP_ACC_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT3,DEPRECIATION_EXP_ACC_SEGMENT4,DEPRECIATION_EXP_ACC_SEGMENT5,DEPRECIATION_EXP_ACC_SEGMENT6,DEPRECIATION_EXP_ACC_SEGMENT7,DEPRECIATION_EXP_ACC_SEGMENT8
505,1069820,1069820,UNHCR_ASSET_BOOK,1069820,"PORTABLE POWER BANK, GOAL ZERO",772899, ,22051-12-20D00026, ,CAPITALIZED,269.35,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,BATTERIES/ CHARGERS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,269.35,STL,36,269.35,110,0,991010,0,0,0,0,0,,2020-10-14,EP-EE-10081, ,502,STI_36,9424,STI,1069820,1069820,"PORTABLE POWER BANK, GOAL ZERO",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
2306,1069821,1069821,UNHCR_ASSET_BOOK,1069821,"PORTABLE POWER BANK, GOAL ZERO",772900, ,22051-11-19J01995, ,CAPITALIZED,269.35,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,BATTERIES/ CHARGERS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,269.35,STL,36,269.35,110,0,991010,0,0,0,0,0,,2020-10-14,EP-EE-10081, ,502,STI_36,9424,STI,1069821,1069821,"PORTABLE POWER BANK, GOAL ZERO",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
506,1069822,1069822,UNHCR_ASSET_BOOK,1069822,"PORTABLE POWER BANK, GOAL ZERO",772901, ,22051-12-20D00168, ,CAPITALIZED,269.35,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,BATTERIES/ CHARGERS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,269.35,STL,36,269.35,110,0,991010,0,0,0,0,0,,2020-10-14,EP-EE-10081, ,502,STI_36,9424,STI,1069822,1069822,"PORTABLE POWER BANK, GOAL ZERO",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
507,1069823,1069823,UNHCR_ASSET_BOOK,1069823,"SOLAR PANEL, RIGID, GOAL ZERO,",772892, ,SPTG1M22833 & 22902, ,CAPITALIZED,274.09,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,SOLAR PANEL - RIGID,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,274.09,STL,60,274.09,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10022, ,2152,STI_60,9407,STI,1069823,1069823,"SOLAR PANEL, RIGID, GOAL ZERO,",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
2307,1069824,1069824,UNHCR_ASSET_BOOK,1069824,"SOLAR PANEL, RIGID, GOAL ZERO,",772893, ,SPTG1M22131 & 23018, ,CAPITALIZED,274.09,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,SOLAR PANEL - RIGID,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,274.09,STL,60,274.09,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10022, ,2152,STI_60,9407,STI,1069824,1069824,"SOLAR PANEL, RIGID, GOAL ZERO,",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
508,1069825,1069825,UNHCR_ASSET_BOOK,1069825,"SOLAR PANEL, RIGID, GOAL ZERO,",772894, ,SPTG1M22782 & 22790, ,CAPITALIZED,274.09,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,SOLAR PANEL - RIGID,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,274.09,STL,60,274.09,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10022, ,2152,STI_60,9407,STI,1069825,1069825,"SOLAR PANEL, RIGID, GOAL ZERO,",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
2308,1069826,1069826,UNHCR_ASSET_BOOK,1069826,"SOLAR PANEL, RIGID, GOAL ZERO,",772895, ,SPTG1M16200 & 23026, ,CAPITALIZED,274.09,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,SOLAR PANEL - RIGID,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,274.09,STL,60,274.09,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10022, ,2152,STI_60,9407,STI,1069826,1069826,"SOLAR PANEL, RIGID, GOAL ZERO,",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
509,1069827,1069827,UNHCR_ASSET_BOOK,1069827,"SOLAR PANEL, RIGID, GOAL ZERO,",772896, ,SPTG1M22764 & 22787, ,CAPITALIZED,274.09,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,SOLAR PANEL - RIGID,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,274.09,STL,60,274.09,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10022, ,2152,STI_60,9407,STI,1069827,1069827,"SOLAR PANEL, RIGID, GOAL ZERO,",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
3276,1069828,1069828,UNHCR_ASSET_BOOK,1069828,"SOLAR PANEL, FOLDABLE/FLEXIBLE",772902, ,11920-10-20G04640, ,CAPITALIZED,224.45,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,SOLAR PANEL - PORTABLE,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,224.45,STL,36,224.45,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10026, ,2151,STI_36,9422,STI,1069828,1069828,"SOLAR PANEL, FOLDABLE/FLEXIBLE",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
2309,1069829,1069829,UNHCR_ASSET_BOOK,1069829,"SOLAR PANEL, FOLDABLE/FLEXIBLE",772903, ,11920-10-20G04634, ,CAPITALIZED,224.45,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,SOLAR PANEL - PORTABLE,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,224.45,STL,36,224.45,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10026, ,2151,STI_36,9422,STI,1069829,1069829,"SOLAR PANEL, FOLDABLE/FLEXIBLE",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
510,1069830,1069830,UNHCR_ASSET_BOOK,1069830,"SOLAR PANEL, FOLDABLE/FLEXIBLE",772904, ,11920-10-20G04659, ,CAPITALIZED,224.45,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,SOLAR PANEL - PORTABLE,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,224.45,STL,36,224.45,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10026, ,2151,STI_36,9422,STI,1069830,1069830,"SOLAR PANEL, FOLDABLE/FLEXIBLE",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
2310,1069831,1069831,UNHCR_ASSET_BOOK,1069831,"SOLAR PANEL, FOLDABLE/FLEXIBLE",772905, ,11920-10-20G04644, ,CAPITALIZED,224.45,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,SOLAR PANEL - PORTABLE,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,224.45,STL,36,224.45,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10026, ,2151,STI_36,9422,STI,1069831,1069831,"SOLAR PANEL, FOLDABLE/FLEXIBLE",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
511,1069832,1069832,UNHCR_ASSET_BOOK,1069832,"SOLAR PANEL, FOLDABLE/FLEXIBLE",772906, ,11920-10-20G04635, ,CAPITALIZED,224.45,2020-10-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 36,SOLAR PANEL - PORTABLE,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN TRANSIT,YES,YES,OWNED,NEW,YES,0,224.45,STL,36,224.45,110,0,991010,0,0,0,0,0,,2020-10-14,EP-SO-10026, ,2151,STI_36,9422,STI,1069832,1069832,"SOLAR PANEL, FOLDABLE/FLEXIBLE",,1, ,ETH-ADD-ADD-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
515,1070032,1070032,UNHCR_ASSET_BOOK,1070032,"GEN, PERKINS, 60 KVA PRIME POW",765375, ,6110-7448317, ,CAPITALIZED,14000,2020-10-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1399.98,7466.65,STL,60,14000,110,0,991010,0,0,0,0,0,,2020-10-15,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1070032,1070032,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,SYR-ALE-ALE-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2539,1070103,1070103,UNHCR_ASSET_BOOK,1070103,"GENERATOR, PERKINS, 100 KVA",562259, ,X1CH102380, ,CAPITALIZED,25850,2020-10-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2584.98,13786.65,STL,60,25850,110,0,991010,0,0,0,0,0,,2020-10-16,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1070103,1070103,"GENERATOR, PERKINS, 100 KVA",,1, ,PAN-PAN-PAN-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2540,1070128,1070128,UNHCR_ASSET_BOOK,1070128,"GEN, CATERPILLAR, 45KVA PRIME",715897,AGC,GT403095,Caterpillar Diesel Gen 45kva,CAPITALIZED,18475.54,2020-07-29,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,35958,CONSEIL POUR L'EDUCATION ET LE DEV.,P, ,POST,POST,OTHER,35958,IN SERVICE,YES,YES,OWNED,NEW,YES,1847.58,6158.54,STL,60,18475.54,110,0,991010,0,0,0,0,0,,2020-07-29,EP-GN-10123, ,505,GENERAT_60,8785,UNHCR,1070128,1070128,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,BDI-MUY-MUY-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2408,1070259,1070259,UNHCR_ASSET_BOOK,1070259,"PERKINS GEN 100 KVA, WATER COO",721047, ,RJ51175R039586F, ,CAPITALIZED,18682.33,2020-10-21,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1868.22,9963.91,STL,60,18682.33,110,0,991010,0,0,0,0,0,,2020-10-21,EP-GN-10050, ,505,GENERAT_60,5645,UNHCR,1070259,1070259,"PERKINS GEN 100 KVA, WATER COO",,1, ,NGA-CRO-OGO-BXX-001,GEMBU,110,0,711020,0,0,0,0,0
834,1070260,1070260,UNHCR_ASSET_BOOK,1070260,"GEN, PERKINS, 60 KVA PRIME POW",721049, ,DK83399S021645E, ,CAPITALIZED,18733.45,2020-10-21,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1873.32,9991.15,STL,60,18733.45,110,0,991010,0,0,0,0,0,,2020-10-21,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1070260,1070260,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,NGA-CRO-OGO-BXX-001,ADIKPO,110,0,711020,0,0,0,0,0
835,1070261,1070261,UNHCR_ASSET_BOOK,1070261,"GEN, PERKINS, 60 KVA PRIME POW",721046, ,DK83399S021760E, ,CAPITALIZED,18733.45,2020-10-21,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1873.32,9991.15,STL,60,18733.45,110,0,991010,0,0,0,0,0,,2020-10-21,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1070261,1070261,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,NGA-CRO-OGO-BXX-001,ADIKPO,110,0,711020,0,0,0,0,0
2409,1070262,1070262,UNHCR_ASSET_BOOK,1070262,GENERATOR KVA: 80 Engine Type:,721048, ,RS51277R039142F, ,CAPITALIZED,19942.46,2020-10-21,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1994.22,10635.95,STL,60,19942.46,110,0,991010,0,0,0,0,0,,2020-10-21,EP-GN-10049, ,503,GENERAT_60,8470,UNHCR,1070262,1070262,GENERATOR KVA: 80 Engine Type:,,1, ,NGA-CRO-OGO-BXX-001,OGOJA,110,0,711020,0,0,0,0,0
836,1070263,1070263,UNHCR_ASSET_BOOK,1070263,GENERATOR KVA: 80 Engine Type:,721045, ,RS51277R039151F, ,CAPITALIZED,19942.46,2020-10-21,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1994.22,10635.95,STL,60,19942.46,110,0,991010,0,0,0,0,0,,2020-10-21,EP-GN-10049, ,503,GENERAT_60,8470,UNHCR,1070263,1070263,GENERATOR KVA: 80 Engine Type:,,1, ,NGA-CRO-OGO-BXX-001,GEMBU,110,0,711020,0,0,0,0,0
837,1070264,1070264,UNHCR_ASSET_BOOK,1070264,"GEN, PERKINS, 150 KVA STAND BY",721050, ,PR83526R025536F, ,CAPITALIZED,21811.34,2020-10-21,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2181.12,11632.71,STL,60,21811.34,110,0,991010,0,0,0,0,0,,2020-10-21,EP-GN-10093, ,505,GENERAT_60,5629,UNHCR,1070264,1070264,"GEN, PERKINS, 150 KVA STAND BY",,1, ,NGA-CRO-OGO-BXX-001,OGOJA,110,0,711020,0,0,0,0,0
841,1070516,1070516,UNHCR_ASSET_BOOK,1070516,"GENERATOR, PERKINS, 13 KVA",725813, ,DBF1310, ,CAPITALIZED,16000,2020-10-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,24828,AFRICAN INITIATIVE FOR RELIEF AND DEV.,P, ,POST,POST,OTHER,24828,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.02,8533.35,STL,60,16000,110,0,991010,0,0,0,0,0,,2020-10-26,EP-GN-10015, ,503,GENERAT_60,6705,UNHCR,1070516,1070516,"GENERATOR, PERKINS, 13 KVA",,1, ,COD-NOR-GOM-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
842,1070517,1070517,UNHCR_ASSET_BOOK,1070517,"GENERATOR, HATZ, 7 KVA",725829, ,1.10202E+12, ,CAPITALIZED,1481,2020-10-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,AIR COOLED POWER GENERATORS,35125,AIDES,P, ,POST,POST,OTHER,35125,IN SERVICE,YES,YES,OWNED,NEW,YES,0,1481,STL,60,1481,110,0,991010,0,0,0,0,0,,2020-10-26,EP-GN-10119, ,504,STI_60,8638,STI,1070517,1070517,"GENERATOR, HATZ, 7 KVA",,1, ,COD-NOR-GOM-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2438,1070722,1070722,UNHCR_ASSET_BOOK,1070722,"GENERATOR, PERKINS, 100 KVA",696907, ,MLE1-12029-09/29, ,CAPITALIZED,18115.72,2020-10-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1811.58,9661.72,STL,60,18115.72,110,0,991010,0,0,0,0,0,,2020-10-27,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1070722,1070722,"GENERATOR, PERKINS, 100 KVA",,1, ,KEN-GAR-DAD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
850,1070723,1070723,UNHCR_ASSET_BOOK,1070723,"GENERATOR, PERKINS, 100 KVA",696908, ,MLE1-12029-09/27, ,CAPITALIZED,18115.72,2020-10-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,18968,PEACE WINDS JAPAN,P, ,POST,POST,OTHER,18968,IN SERVICE,YES,YES,OWNED,NEW,YES,1811.58,9661.72,STL,60,18115.72,110,0,991010,0,0,0,0,0,,2020-10-27,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1070723,1070723,"GENERATOR, PERKINS, 100 KVA",,1, ,KEN-GAR-DAD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
851,1070724,1070724,UNHCR_ASSET_BOOK,1070724,"GENERATOR, PERKINS, 100 KVA",696909, ,MLE1-12029-09/28, ,CAPITALIZED,18115.72,2020-10-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,18968,PEACE WINDS JAPAN,P, ,POST,POST,OTHER,18968,IN SERVICE,YES,YES,OWNED,NEW,YES,1811.58,9661.72,STL,60,18115.72,110,0,991010,0,0,0,0,0,,2020-10-27,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1070724,1070724,"GENERATOR, PERKINS, 100 KVA",,1, ,KEN-GAR-DAD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2439,1070725,1070725,UNHCR_ASSET_BOOK,1070725,"GENERATOR, PERKINS, 100 KVA",696910, ,MLE1-040140-04/14, ,CAPITALIZED,18115.72,2020-10-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,18968,PEACE WINDS JAPAN,P, ,POST,POST,OTHER,18968,IN SERVICE,YES,YES,OWNED,NEW,YES,1811.58,9661.72,STL,60,18115.72,110,0,991010,0,0,0,0,0,,2020-10-27,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1070725,1070725,"GENERATOR, PERKINS, 100 KVA",,1, ,KEN-GAR-DAD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
853,1070814,1070814,UNHCR_ASSET_BOOK,1070814,"GENERATOR, POWERLINK, 100KVA, ",742385, ,RJ51175R030967C, ,CAPITALIZED,17742.03,2020-10-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,68628,NSAMIZI TRAINING INST. FOR SOCIAL DEVT.,P, ,POST,POST,OTHER,68628,IN SERVICE,YES,YES,OWNED,NEW,YES,1774.38,9461.67,STL,60,17742.03,110,0,991010,0,0,0,0,0,,2020-10-30,EP-GN-10128, ,505,GENERAT_60,8426,UNHCR,1070814,1070814,"GENERATOR, POWERLINK, 100KVA, ",,1, ,UGA-WES-MBA-BXX-001,NAKIVALE,110,0,711020,0,0,0,0,0
854,1071008,1071008,UNHCR_ASSET_BOOK,1071008,"GENERATOR, ISUZU FORWARD, 50KV",164161, ,HFI3920, ,CAPITALIZED,8254.4,2020-11-03,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,230729,"POWERDIESEL PHILS.,  INC",S, ,POST,POST,OTHER,230729,IN SERVICE,YES,YES,OWNED,NEW,YES,0,8254.4,STL,60,8254.4,110,0,991010,0,0,0,0,0,,2020-11-03,EP-GN-10168, ,503,STI_60,9470,STI,1071008,1071008,"GENERATOR, ISUZU FORWARD, 50KV",,1, ,PHL-REG-COT-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
855,1071049,1071049,UNHCR_ASSET_BOOK,1071049,"GENERATOR, SDMO JO88, 88 KVA",666761, ,20004862, ,CAPITALIZED,18868.66,2020-11-03,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1886.88,9748.82,STL,60,18868.66,110,0,991010,0,0,0,0,0,,2020-11-03,EP-GN-10147, ,503,GENERAT_60,9083,UNHCR,1071049,1071049,"GENERATOR, SDMO JO88, 88 KVA",,1, ,CMR-ADA-DJO-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3244,1071050,1071050,UNHCR_ASSET_BOOK,1071050,"GENERATOR, SDMO JO88, 88 KVA",666762, ,20005230, ,CAPITALIZED,20066.88,2020-11-03,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2006.7,10367.9,STL,60,20066.88,110,0,991010,0,0,0,0,0,,2020-11-03,EP-GN-10147, ,503,GENERAT_60,9083,UNHCR,1071050,1071050,"GENERATOR, SDMO JO88, 88 KVA",,1, ,CMR-EST-BAT-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
810,1071445,1071445,UNHCR_ASSET_BOOK,1071445,GEN 5 KVA PORTABLE PETROL/DIES,732760, ,B 20010001, ,CAPITALIZED,5020.77,2020-11-03,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,16300,BANGLADESH RED CRESCENT SOCIETY,P, ,POST,POST,OTHER,16300,IN SERVICE,YES,YES,OWNED,NEW,YES,0,5020.77,STL,60,5020.77,110,0,991010,0,0,0,0,0,,2020-11-03,EP-GN-10160, ,503,STI_60,642,STI,1071445,1071445,GEN 5 KVA PORTABLE PETROL/DIES,,1, ,BGD-CHI-COX-BXX-001,COX'SBAZAR,110,0,711020,0,0,0,0,0
